id,temperature,soiling_ratio,voltage,current,module_temperature,efficiency,voltage_v,current_a,light_lux,temperature_c,power_w,fault_label
3995,19.959357842864,0.863590539542551,0,0.0281533881127836,25.3073910848577,0.435352961981054,31.56,4.07,9612,27.2,128.45,Shaded
7633,35.9162778355048,0.642905253171837,53.984710359689,1.46103535063,37.0269114649941,0.482073987691331,26.68,3.36,87139,41.7,89.64,Normal
3157,42.7976781569665,0.476460159517446,0,0.165328434816344,50.0118679091904,0.382513634761925,26.74,2.94,21257,47,78.62,Dusted
,,,,,,,34.41,0.11,57797,58.5,3.84,Open_Circuit
10655,27.8454490380356,0.588036376789747,26.3584258118709,1.75909568196081,34.4263745361066,0.566753817289004,29.77,1.42,23861,30.1,42.27,Dusted
,,,,,,,17.88,1.58,7716,41.8,28.23,Shaded
9111,29.9596833144652,0.447085907256182,27.1375333784252,2.68105673228607,34.3173441946915,0.507194425453335,36.72,5.22,11050,31.3,191.68,Shaded
8198,32.3185231477179,0.401905551800723,37.3986013896126,1.11665632385872,37.2852247161024,0.375078876983429,27.06,4.03,35102,50.7,109.05,Normal
7138,14.6198611451158,0.875779084209138,10.5687787589405,3.4682483380426,22.1876059330521,0.975344570646037,30.18,4.71,29746,51.6,142.15,Dusted
9562,19.1302521194387,0.463650182586748,20.0659504722367,1.70014415647109,19.6732341947598,0.595165344315585,32.3,5.4,43062,33,174.42,Normal
11513,38.5579201230917,0.759659087168591,12.7561019584658,1.04285164633477,50.2099682046702,0.506374251347338,27.31,4.85,88949,26.6,132.45,Normal
8756,22.2270530788497,0.672442987163858,0,2.32108463606729,29.3570613924573,0.592296277303347,21.37,3.05,14684,28.6,65.18,Shaded
,,,,,,,24.4,0.02,62834,48,0.47,Open_Circuit
8603,28.9339272160715,,28.7784213683876,2.90722448173071,32.1843308783585,0.428555449447077,28.53,2.5,98659,21.3,71.32,Normal
,,,,,,,23.01,0.1,53513,35.5,2.36,Open_Circuit
,,,,,,,20.47,0.14,49627,49.1,2.94,Open_Circuit
,,,,,,,30.32,0.08,46787,36.1,2.31,Open_Circuit
,,,,,,,25.85,0.14,63206,28.5,3.63,Open_Circuit
,,,,,,,25.33,2.03,10544,52.2,51.45,Shaded
,,,,,,,23.94,2.15,8136,40.5,51.45,Shaded
11539,25.1874841567916,0.48428935147944,8.86488611205349,2.58017873624636,29.3857503107342,0.472024687676295,37.44,5.32,99546,61.9,199.18,Normal
,,,,,,,20.59,0.03,63774,35.3,0.61,Open_Circuit
9918,7.72215634120442,0.675802043691807,0,1.3753159930444,15.6780849858872,0.488010659052987,34.18,5.55,66433,41.1,189.7,Normal
13120,34.3705143903218,0.991079881707622,34.0291087325888,1.35925225578485,34.5360379238492,0.686883186538713,18.81,4.54,23555,45.3,85.4,Dusted
15238,43.3932095318414,0.616375128563449,,1.67537136137979,50.7499826624867,0.386486657294857,20.63,5.45,78937,23.2,112.43,Normal
5548,25.6133194835006,0.538392277006135,0,3.45146594632743,29.0479921284125,0.479707642326479,32.88,4.3,84978,42.5,141.38,Normal
3150,28.1930177467289,0.887592869159114,32.7150284716179,1.88770444685902,26.8814399883718,0.526988691896809,23.71,2.51,2541,52.8,59.51,Shaded
4682,38.403301927368,0.743766471511449,0,0.739135643589801,38.3823094364533,0.517917076179911,20.01,6.6,46085,53.6,132.07,Normal
14870,31.5804502855594,0.7005933972416,0,0.543085732100505,35.3772311362887,0.400791252042226,36.62,7.61,35473,49.8,278.68,Normal
15610,50.0423599671733,,20.3229117316484,0.0689297582027602,55.5022090767003,0.412034318055496,19.02,5.93,37401,25,112.79,Normal
,,,,,,,26.31,3.04,26880,52.5,80.08,Dusted
,,,,,,,29.72,4.98,25897,58.6,148.06,Dusted
1147,15.6461417286281,0.711397011494982,40.5241787083637,1.40190604553189,16.7717407763544,0.480201412596849,32.44,1.1,99588,60.1,35.68,Normal
,,,,,,,24.11,0.07,82564,39.7,1.76,Open_Circuit
19178,28.9287089223634,0.605753035057498,0,0.981211293416085,33.7575129050553,0.383839827219303,35.29,6.06,78539,21,213.86,Normal
,,,,,,,16.02,0.11,66154,33.3,1.79,Open_Circuit
4392,20.7434824174944,0.695172800021215,0,,27.5074778067755,0.418640112447318,19.87,5.58,10109,27.4,110.87,Shaded
15696,29.1219933541341,0.422470571944929,5.69042181627436,0.743898823789453,29.127427920531,0.559048606047472,29.31,2.32,42109,23.6,68,Normal
16253,4.9275400151981,0.767641781160969,32.5163323098393,2.66490749820004,10.4884062385795,0.571297132095007,35.58,6.67,36480,49.9,237.32,Normal
,,,,,,,29.91,0.09,85700,45.4,2.81,Open_Circuit
,,,,,,,15.61,0,69637,55.5,0.04,Open_Circuit
12171,21.0756395798381,,6.97787433423187,1.77088266244219,31.3760550838048,0.379446475133138,32.21,6.51,96475,27,209.69,Normal
15439,11.6784260085929,0.53692687243944,5.87801232194857,1.59559415825718,,0.495675061556296,20.96,6.64,64983,44.4,139.17,Normal
,,,,,,,24.42,1.62,12400,46.3,39.5,Shaded
,,,,,,,25.31,3.08,16122,51.1,78.02,Dusted
19378,17.7745761795281,0.728475425755347,12.3297637844263,4.04466733833019,23.0646990301245,0.635659740669742,31.73,0.13,59505,43.4,4.12,Open_Circuit
1694,24.9235781993555,0.541840143634542,0,1.16046808561017,31.6972694624407,0.37636849232727,24.45,4.18,34887,29.8,102.2,Normal
5820,37.6986722693115,0.883003347475831,0,0.177399913545833,40.9105240768692,0.527970357479118,19.05,1.22,59851,36.7,23.24,Normal
17717,24.6852643478643,0.708270921552057,0,0.245382932308477,26.7152528777257,0.454213363142984,33.75,1.95,62859,32.2,65.81,Normal
,,,,,,,31.03,3.89,16386,30.3,120.66,Dusted
,,,,,,,27.18,3.84,12969,47.1,104.47,Shaded
10477,5.38144823267465,0.506755107388267,0,2.75499359242123,9.42918492259172,0.643136398994933,20.45,1.85,39586,25.1,37.83,Normal
,,,,,,,18.69,3.42,19266,30.9,63.9,Dusted
18782,24.5957678658111,0.99938113764071,26.2729172341946,2.96141657906677,29.3480629040074,0.575658098647003,31.78,4.28,11461,50.1,136.02,Shaded
5039,11.5874078165564,0.988472325368364,20.8378817734201,0.625601725216673,10.6261417421044,0.458255671256285,22.59,0.75,86619,58.8,16.94,Normal
,,,,,,,25.3,4.93,18052,40.3,124.65,Dusted
4440,23.8245566862972,0.653234175463818,0,0.807764401388963,34.1035407891427,0.577817404340246,24.83,2.85,95051,22.6,70.77,Normal
11234,36.068343108735,0.45200549223341,,1.15361652247866,44.5808383507304,0.500098167140718,18.39,2.15,33008,50.3,39.54,Normal
5380,23.2986121172561,0.857028921502997,29.9718876695317,0.976490897432077,27.3638813323039,0.702656048480933,30.69,4.48,67598,41.2,137.49,Normal
,,,,,,,29.95,0.05,56194,50.7,1.49,Open_Circuit
8264,44.0820562386094,0.776753361044801,,3.21381044016788,51.2343976490164,0.562579552747524,20.72,3.11,89637,26.8,64.44,Normal
,,,,,,,27.48,1.71,4559,31.4,47.06,Shaded
9354,26.5303131359257,0.828243504251405,2.48367226052582,1.01408314857155,33.2795099360273,0.489167682880754,32.24,5.94,60903,56.9,191.51,Normal
,,,,,,,32.9,0.03,57733,30,0.86,Open_Circuit
,,,,,,,18.69,0.15,79048,55.9,2.71,Open_Circuit
,,,,,,,23.51,0.12,59457,57.4,2.83,Open_Circuit
,,,,,,,30.7,0.12,62024,40.2,3.79,Open_Circuit
,,,,,,,21,1.94,2445,32.2,40.71,Shaded
19357,26.7446901719608,0.749694212041832,0.466559353293686,2.09625042394225,29.4695172732487,0.424817536034117,33.15,7.02,58980,25.6,232.71,Normal
6759,24.2027270256726,0.668135266457528,16.7536296657809,1.47826476931831,30.8245888405723,0.604606723722949,37.54,6.37,66839,41.4,239.13,Normal
6497,30.3106951934541,0.820349289935728,11.8223510106048,4.39127380264115,30.0056002998027,0.667684872020483,32.2,5.76,84702,41.4,185.47,Normal
,,,,,,,15.46,1.61,2325,25.3,24.89,Shaded
,,,,,,,21.84,1.65,6855,47.9,36,Shaded
,,,,,,,27.15,3.37,5345,28.3,91.6,Shaded
,,,,,,,23.53,0.14,80579,31.7,3.33,Open_Circuit
,,,,,,,23.54,3.62,13162,51.9,85.2,Shaded
18004,59.3638360974761,0.599904605291139,0,0.177237235606348,62.8124243902944,0.439588029570038,21.89,7.86,24307,58.8,172.06,Dusted
12113,38.7597176194238,0.415441411700542,22.6102499590026,1.35629848613197,42.0396924801388,0.393646159521923,34.87,0.63,58523,54.7,21.97,Normal
,,,,,,,22.11,2.92,4732,25.1,64.56,Shaded
16695,21.5008085972343,0.473272509832399,2.90217325277871,2.12456931508789,28.815145178241,0.590952375371455,27.03,7.21,49628,29.2,194.89,Normal
3042,17.1148730753503,0.82772256703388,0,1.00105719674774,17.0180275864627,0.450833198945934,28.5,7.79,53921,42.5,222.02,Normal
6710,30.0375193903039,0.530883362788163,0,3.28977155680493,30.9979707121184,0.575572815430432,25.46,3.83,93194,52.6,97.51,Normal
,,,,,,,21.84,4.31,26555,45.6,94.08,Dusted
14297,20.6286018437941,0.452987763310245,0,0.612029384491128,27.8512260352058,0.466266039582935,35.45,4.27,66337,49.5,151.37,Normal
6674,32.8948685827361,0.879542686784462,33.3503395428721,3.7702103256342,37.6035483073602,0.764255527574744,23.24,1.94,12907,39.2,45.09,Shaded
4225,29.0519679237188,,0,0.940797775376945,32.7614750024172,0.479593857368967,29.15,7.06,31502,20.6,205.8,Normal
,,,,,,,26.82,0.14,54082,38.8,3.8,Open_Circuit
,,,,,,,27.18,0.1,62547,42,2.59,Open_Circuit
,,,,,,,17.84,1.86,8801,57.5,33.22,Shaded
,,,,,,,26.09,2.8,27970,29.4,73.12,Dusted
3208,18.8603765854753,0.555311384774152,48.5844316041562,0.545078285897827,20.8860817211761,0.529993343740243,19.62,7.84,28255,25.6,153.82,Dusted
10433,28.3416860892857,0.975904579684362,0,1.28963882864406,41.4835692656212,0.534826410309346,21.55,5.68,11222,30.6,122.4,Shaded
15185,32.8141330856681,0.426783086776579,22.9928595178689,2.83951197120418,43.6800147045864,0,21.7,0.69,84820,31.1,14.97,Normal
,,,,,,,25.51,2.14,19092,50.8,54.63,Dusted
15459,27.8166629275139,0.530122604114971,0,0.492978765526299,28.8465288627237,0.39072348702842,26.43,4.74,58756,29.5,125.28,Normal
571,44.2172175299446,0.90367259162052,14.5290735629187,1.03940444422057,48.0646875474913,0.533394319061727,19.06,1.75,11700,51.8,33.35,Shaded
,,,,,,,31.97,2.72,18360,30.1,86.96,Dusted
7756,11.1363582920975,0.906075801662249,24.860235167173,2.35505217526467,16.5621104925734,0.603315458414084,29.56,4.28,93216,53.5,126.52,Normal
3354,8.8479462745896,0.828341992083813,0,1.56038213096158,15.8474248100253,0.534824379610754,21.23,0.39,87245,49.1,8.28,Normal
6183,3.32380013758891,0.73387445339014,26.2036218861497,1.38453644582183,6.2369858576166,0.459281330653079,34.02,2.91,84183,51.8,99,Normal
,,,,,,,27.5,0.01,42083,54.6,0.32,Open_Circuit
6736,,0.414644240079199,42.8396317090956,2.2984501199965,30.9523612018302,0.649554135480969,19.9,4.48,39395,32.6,89.15,Normal
9648,37.2461788399315,0.51483826076636,0,1.29301994661001,42.5200399282408,0.378780913765738,29.28,6.45,59406,42.4,188.86,Normal
,,,,,,,24.4,0.08,79947,26.8,2.05,Open_Circuit
4119,17.6612936699615,0.882238369229965,0,1.66662551799563,21.1342803570123,0.471711730537384,32.42,6.19,16995,64.5,200.68,Dusted
,,,,,,,29.58,4.63,27348,58.6,137.06,Dusted
,,,,,,,25.91,3.59,22779,37.2,92.96,Dusted
,,,,,,,29.04,0.02,44882,52.2,0.5,Open_Circuit
18416,36.2725531804279,0.46707751492089,21.446156771716,3.71518617936564,42.6140595493203,0.478494833777593,34.3,1.96,62950,35.4,67.23,Normal
,,,,,,,21.99,0.06,38022,39.2,1.25,Open_Circuit
17957,6.28711735968813,0.421221583847113,57.9080265604185,3.382632567732,11.2071377641395,0.438223615124751,18.95,1.98,73998,21.6,37.52,Normal
11633,23.1157250750562,0.906977413709113,3.54118635660477,2.52378750765144,24.1947838424404,0.584767881966732,18.23,0.88,89080,49.6,16.04,Normal
2266,18.2334835853061,0.615952106948137,19.9985168472294,1.57313764634301,22.8915300034654,0.575207397621754,21.81,4.4,18976,24.6,95.96,Dusted
,,,,,,,16.17,2.88,8542,54.6,46.5,Shaded
18259,26.4005080425397,0.440796106659303,,2.27827169274551,29.8498758267469,0.517456473715542,35.59,2.39,83773,31.5,85.06,Normal
1051,25.7150023930964,0.706607290961521,53.3021463844239,0.631496134252131,27.204607748379,0.459116485993754,29.94,7.39,63020,53.4,221.26,Normal
14686,18.3519058994251,0.98979906606192,0,3.07295965751869,27.7208753358058,0.475266559976641,37.55,3.7,65435,62.6,138.94,Normal
3730,18.8314262052405,0.836331161485156,30.3367085576671,2.37505857400904,19.5024667888727,0.489822795379317,31.72,1.13,92061,44.4,35.84,Normal
15103,19.5658319909252,0.878761786631435,25.2907983986031,4.60162666045927,29.045827966049,0.798378881922503,19.86,5.05,17018,30.8,100.29,Dusted
16530,4.64973445368389,0.433819415469668,22.8288438021181,2.16614421979144,12.4573409090635,0.578844166906187,34.56,4.5,25460,24.8,155.52,Dusted
5550,9.31297830672926,0.550032963477828,15.066723519278,1.71337084813476,13.9978067135279,0.479104029102881,29.45,6.65,20793,50.8,195.84,Dusted
417,35.7238598250755,0.616431695887951,19.5178642592554,4.1083488411167,38.1667280242254,0.593721158501847,24.72,5.54,21548,58.5,136.95,Dusted
15924,33.4194927374385,0.94287882729191,36.2632929472001,3.70539172876196,40.2092980410567,0.551879906769986,21.84,2.74,95884,27.6,59.84,Normal
,,,,,,,21.24,0,38953,44.6,0.04,Open_Circuit
10801,18.7887874479214,0.638700425296622,10.5891071697478,1.52175584738897,27.6625423154104,0.389517467738497,19.22,7.09,34880,44.3,136.27,Normal
19166,0,0.603428705490485,5.27604285102376,2.45245171284045,5.52496046128729,0.549138496263815,19.92,3.52,15954,36.7,70.12,Dusted
16865,24.7582234053015,0.561493989887632,0,1.8400348677834,28.6337801482014,0.395681897383336,29.87,7.97,25072,50.5,238.06,Dusted
,,,,,,,26.35,2.65,2333,33.2,69.91,Shaded
16236,8.98603436113638,0.822093154834224,24.2849953260546,0.668191672601474,15.8511230785465,0.649227253187722,31.02,0.9,47454,41.7,27.92,Normal
14051,28.1193395995571,0.897143743541138,0,0.374078905959269,30.9994737857657,0.553997571514087,29.35,0.47,6101,25.8,13.79,Shaded
24,29.7821985495268,0.719019480788558,0,0.796111630742881,35.2299580297905,0.53556289418867,37.71,7.93,59066,56,299.04,Normal
,,,,,,,24.64,0.04,34499,48.5,0.96,Open_Circuit
16331,33.403070051573,0.461403532225621,26.3600576310914,2.25879484866029,40.3697730591707,0.462554320233488,28.9,0.7,24640,30.5,20.23,Dusted
,,,,,,,21.42,2.07,2320,26.6,44.31,Shaded
,,,,,,,27.95,0.1,70475,34.9,2.8,Open_Circuit
15970,2.08059359660752,0.768213668836545,6.21234610513495,1.01387940989962,7.61628800990629,0.427530048424474,18.69,1.42,20738,36.7,26.54,Dusted
,,,,,,,29.03,4.31,21663,45.3,125.15,Dusted
,,,,,,,23.17,3.65,3686,55.3,84.58,Shaded
,,,,,,,26.18,0.1,88503,56.7,2.7,Open_Circuit
,,,,,,,18.51,0.11,56517,51.4,1.98,Open_Circuit
16443,12.5698859582242,0.608134178397339,36.3502768689539,0.517393350325845,,0.446717742543041,29.53,7.14,96891,52.5,210.84,Normal
,,,,,,,29.41,0.11,81772,59.7,3.11,Open_Circuit
9660,31.0084502374757,0.417724637845935,0,1.46413165871429,33.6064807237418,0.466737426448114,25.69,6.77,68831,21,173.92,Normal
10626,18.7433778899244,0.876795302845414,31.5897231632325,2.7316300053952,25.5983937533581,0.68877667924687,31.44,1.63,76059,29.8,51.25,Normal
9044,30.6073634184233,0.812739192941098,0,0.745824967371015,34.8086105916959,0.53547485434558,24.54,5.67,11013,62.1,139.14,Shaded
,,,,,,,25.21,4.91,18255,39.2,123.78,Dusted
,,,,,,,20.13,0.01,62995,47,0.24,Open_Circuit
,,,,,,,19.02,2.28,2616,49.1,43.44,Shaded
16093,15.3528265156817,0.732553240076137,,2.66154277930717,18.3023885533978,0.561572170485259,19.19,7.74,85297,48,148.53,Normal
12901,22.5603364222276,0.742448677471146,35.7231782586498,0.999381455065424,30.2161860737445,0.417565182588745,31.64,3.32,58776,25.7,105.04,Normal
2811,41.8965209311417,0.457251631935781,7.83748618244597,1.7908951138946,43.1761665432097,0.409226859160618,19.96,7.83,51779,56.6,156.29,Normal
8954,0,0.636630665388963,3.95203888684542,0.769583263182987,6.75144349931032,0.605075506719802,36.7,6.45,57169,48.1,236.72,Normal
19007,,0.402153392036642,0,2.74191171675064,23.7708368976477,0.48464473781958,33.47,6.12,95995,22,204.84,Normal
7369,11.4725558209264,0.503005990449295,38.9365411710773,2.17385693710426,19.1384259670527,0.526236250121878,31.63,3.27,94944,53,103.43,Normal
,,,,,,,23.68,0.14,49198,54.6,3.42,Open_Circuit
1413,8.43838952702838,0.780719129776874,54.5929853247526,2.9408593488778,20.2954650620169,0.653330205721437,24.97,0.4,16038,58.5,9.99,Dusted
,,,,,,,21.03,2.52,5321,59.5,52.93,Shaded
,,,,,,,27.44,4.05,15133,30.4,111.27,Dusted
,,,,,,,29.16,0.15,47528,29.3,4.33,Open_Circuit
5574,28.6202646360692,0.437104645401333,33.8609983320206,3.208533953088,31.0897276764713,0.571335829024171,28.98,0.49,69787,28.3,14.2,Normal
,,,,,,,18.9,3.56,23501,55.8,67.23,Dusted
19439,17.8157045075575,0.691432908604897,6.78035307387699,0.586352107263247,25.6879951995435,0.476388598745034,33.15,2.82,87875,22.4,93.48,Normal
,,,,,,,33.43,0.13,67425,58,4.22,Open_Circuit
,,,,,,,28.13,0.07,78586,39.6,1.96,Open_Circuit
5423,28.8254245944672,0.638490659707393,7.74956414244464,1.71201827046005,29.90397617262,0.521409912888275,23.44,1.12,16840,41.6,26.25,Dusted
10269,31.880574718233,0.836584680286068,11.6491670425493,4.50561708543016,33.7121708597277,0.571817342201464,30.74,4.71,70358,52.4,144.79,Normal
,,,,,,,15.32,3.71,3763,34.5,56.88,Shaded
4553,,0.448916082668518,27.8989117793237,2.48621956173729,19.0926312037572,0.46392467407098,36.9,7.77,68793,45.2,286.71,Normal
3968,36.6533336548186,0.667281183578253,22.08218777272,0.663699046225355,45.0103975806265,0.524127907518308,21.44,6.44,60468,33.4,138.07,Normal
12331,17.1089081770381,0.979106330974805,11.8198942013763,0.814178123025915,26.8903498706469,0.581471828121917,30.67,6.75,98643,48.9,207.02,Normal
4741,5.47868208854509,0.665261598546853,0,0.902184206943549,14.4694908174931,0,19.19,7.89,60022,54.2,151.41,Normal
18274,37.0697246364075,0.728492891177137,0,3.38028982983856,43.2122427089232,0.508945557611826,26.75,1.87,25552,30.2,50.02,Dusted
3023,32.7719772895779,0.816683600083965,0,2.75451406573677,42.7548431738456,0.509435432241323,18.87,0.98,14309,59.6,18.49,Shaded
13394,20.7655358646664,0.56848965283235,0,2.92582074168614,27.9649456951194,0.543013941810822,22.59,2.33,47051,22.5,52.63,Normal
,,,,,,,20.03,3.1,10725,49.5,62.15,Shaded
13490,12.8659831968812,0.657765049940387,34.2593747618801,,20.5718625223986,0.584691362908735,24.4,0.27,5719,23.7,6.59,Shaded
,,,,,,,18.82,2.37,7299,45.9,44.52,Shaded
,,,,,,,28.62,0.01,44325,35.4,0.28,Open_Circuit
,,,,,,,27.74,0.13,69382,43.2,3.66,Open_Circuit
11528,13.3160205443081,0.820730824647606,3.65158295448103,2.31390723798788,18.5299967594799,0.450743797231945,37.36,2.19,74321,25.7,81.82,Normal
16043,16.3857461548908,0.994391936062398,49.7967886192734,1.59897657539905,17.5627069244768,0.675933926611122,26.21,5.38,97859,53.1,141.01,Normal
4911,25.7757169174162,0.751532571260793,13.7471385440294,2.25107218482019,28.3985376709347,0.533473935350762,23.8,6.16,63564,54.8,146.61,Normal
3481,48.9492314302046,0.724112455720144,36.7240745769558,1.76072538543344,53.2084423021926,0.518934381410619,20.38,3.4,6955,46.5,69.29,Shaded
7554,30.601552992249,0.824280602604917,55.6780519582276,0.816110810533164,32.4641430805734,0.596218531716338,35.49,0.15,31370,37.3,5.32,Open_Circuit
,,,,,,,23.91,0.01,45512,58.7,0.19,Open_Circuit
9309,14.1955825961689,0.850815157678729,0,,26.2211528079266,0.414299768085194,20.3,7.65,48043,53.4,155.3,Normal
18491,122.262089897607,0.876498103839145,0,0.29219945832237,26.6584247725993,0.555850704287256,27.02,3.03,23279,37.5,81.87,Dusted
7757,0,0.439170063068085,45.2023770949344,3.99660776878312,4.93750046182338,0.511293334147218,37.12,3.39,52790,51.2,125.84,Normal
11567,23.4349236189852,0.983996165941658,12.1532288603194,3.81264006688489,29.8711279867032,0.651025107234442,25.42,6.97,99906,38.2,177.18,Normal
6233,,0.882330026515177,27.2907614261358,3.95952313352791,34.2738266573855,0.825558866712127,32.61,5.48,4086,38.3,178.7,Shaded
10508,20.6005262653932,0.80990275770508,0,1.95430632308564,,0.718946337605644,37.63,0.02,73005,43.9,0.75,Open_Circuit
,,,,,,,26.32,3.35,3859,29.4,88.13,Shaded
14234,13.037207448525,0.74407253459256,30.1537638633168,1.37597773538154,14.3947113176738,0.48888311214505,32.37,7.83,53539,49,253.46,Normal
15847,0,0.610712567289299,11.693368823398,1.39929942493919,11.7339402816607,0.192576797258969,19.73,6.49,39542,56.4,128.05,Normal
,,,,,,,26.08,3.63,13433,32,94.63,Shaded
11923,30.7580781796808,0.566366461604525,43.0926317659138,,37.7721378947838,0.496283728867214,36.41,4.32,71703,55.4,157.29,Normal
14644,14.0829936130864,0.801441263762906,58.0394427187068,0.697560354611431,24.1950341378221,0.45912435057441,18.08,7.22,79579,62.4,130.54,Normal
15416,32.0427141506592,0.550958855575164,21.1676879157864,3.25830451421813,35.5635479021552,0.561339420264366,26.98,4.77,6279,53.7,128.69,Shaded
19703,29.8911414387201,0.418446324211871,0,0.318657140420439,32.8476188524194,0.377736832046509,34.99,1.2,97346,21.3,41.99,Normal
7483,18.464508649555,0.566495662163913,0,2.44386136154303,25.7505163390543,0.25543086925602,28.6,3.74,12567,30.3,106.96,Shaded
,,,,,,,23.96,0.07,53530,59.9,1.75,Open_Circuit
17933,29.6955855017743,0.769747547597185,31.7728583919072,1.24890686162334,32.8848708589241,0.481430300641976,19.53,3.77,83748,33.2,73.63,Normal
,,,,,,,23.92,0.07,82902,43,1.58,Open_Circuit
,,,,,,,28.21,2.1,16722,37.9,59.13,Dusted
17575,27.1552461021686,,6.14937723414303,0.8026129729407,30.1639107032186,0.509787596753303,29.72,5.95,75851,46.6,176.83,Normal
179,28.8827954150684,0.971817824901906,11.0506799676974,3.11577987374193,30.7526962914894,0.660267323702383,20.5,4.05,15186,28.3,83.02,Dusted
4103,28.3083928909597,0.723989499071919,47.3528076597066,4.4747034592871,29.3137254954784,0.69150011731003,37.75,2.08,48270,38.6,78.52,Normal
10534,36.5214087690103,0.433322818454051,11.4915195671784,0.434727382169055,43.2481775787876,0.522197327506918,26.62,7.27,13647,29.3,193.53,Shaded
,,,,,,,18.24,3.81,3337,46.1,69.57,Shaded
5413,21.3454688562313,0.830610022391944,47.6714851389028,0.299912862686395,23.5591832543417,0.706174579063495,30.03,3.77,69186,56.8,113.21,Normal
15736,19.365637902699,0.713262097287265,33.223900410001,0.715673390330774,23.2678175542497,0.479335963405587,23.88,0.92,67777,61.5,21.97,Normal
13109,27.2280435391957,,13.3208061894244,4.330808329473,31.3444926417108,0.482612200547531,24.47,7.51,65403,51.4,183.77,Normal
17868,,0.965940583772185,,0.13251042170041,55.4261219402992,0.407560207483312,35.15,6.34,16655,61.7,222.85,Dusted
3583,41.5147010281529,0.557836511981083,9.63848291935835,1.96446913580638,44.5472546696063,0.460637230592462,28.72,5.95,60568,20.4,170.88,Normal
13726,39.6043668142883,0.490144265207155,25.872194209766,3.30585230247686,45.2202745505627,0.660838248673919,33.4,2.2,85018,51.9,73.48,Normal
11,,0.998214395751556,0.632935926545112,2.45190257558296,12.2417060047147,0.727633085564068,24.07,2.17,12410,61.2,52.23,Shaded
,,,,,,,29.29,1.96,8885,52.3,57.34,Shaded
,,,,,,,28.94,0.12,38181,45.8,3.48,Open_Circuit
10255,14.9596320935606,0.940970008507144,9.45764736365729,0.0895016704637294,22.8945896272385,0.582892306750642,30.2,5.51,93894,53.6,166.4,Normal
3251,36.2839952284791,0.64233358450752,0,0.332939946065998,36.7461566215031,0.499226530394454,28.41,3.74,53885,47.6,106.25,Normal
14610,28.4218051040945,0.894789141427566,20.9436048362509,1.19156047275946,38.4339751398698,0.538438481970593,32.64,1.28,82608,43.7,41.78,Normal
,,,,,,,26.55,2.26,6082,37.1,59.94,Shaded
4260,37.2513764502505,0.572441784884424,21.7429110770042,2.46805712914719,41.3585039560284,0.442405748788168,23.83,4.99,94158,37.9,118.91,Normal
15540,35.1944560079895,0.749160714988948,15.6059372953552,0.0384668876003247,40.1940613440858,0.422191869758461,25.1,5.3,62529,36.8,133.03,Normal
,,,,,,,15.84,3.84,13250,29.1,60.83,Shaded
19270,22.1688795737457,0.540318689596518,0,0.142276187149258,26.2585107469636,0.470317336490111,26.97,4.14,67399,31.7,111.66,Normal
501,18.232242728629,0.838940632537614,36.0868191500021,2.24203040493965,21.6510899007431,0.698366105976797,37.93,3.76,50903,60.6,142.62,Normal
,,,,,,,27.16,0.1,46233,48.4,2.78,Open_Circuit
10060,26.4476749724369,0.916987282943812,1.38505156014452,,32.2799069411555,0.576528658690195,27.22,7.25,68119,24.6,197.34,Normal
,,,,,,,20.02,3.05,6829,41.8,61.09,Shaded
13770,14.028906569571,0.819931302547712,64.2561210305953,1.69441846855449,19.8054621915666,0.608633881397669,23.05,3.23,53540,59.5,74.45,Normal
,,,,,,,29.42,3.21,17466,33.4,94.33,Dusted
8849,18.3382503465339,0.428703370617826,0,0.12559588776323,19.3130932611737,0.532211231115117,30.38,5.27,27338,64.4,160.1,Dusted
8037,16.0013429877292,0.895373536501994,3.37164764247159,2.11757513209868,20.5233484723558,0.455379304742111,20.6,0.04,55078,56.1,0.82,Open_Circuit
3415,14.8743984625931,0.896958997970912,15.9766745288475,2.14963614206301,21.2470746419894,0.541434122549269,34.08,3.11,91429,61.3,105.99,Normal
4265,40.2331963249494,0.887774373977327,17.9189726125039,3.66966574537803,41.3403877975433,0.501642143453808,18.69,1.3,40000,65,24.3,Normal
,,,,,,,15.08,2.63,4056,37.8,39.67,Shaded
19098,26.0042509243287,0.809114529983375,17.0699717479115,0.966003427729828,34.3444636005686,0.578754742810355,21.86,0.01,90665,36.8,0.22,Open_Circuit
14754,23.4092117341984,0.747672603025217,0.212983206519216,2.96645138841504,24.4743105886456,0.527688842539321,28.98,2.61,4994,53.8,75.64,Shaded
11150,0,0.587407992989971,18.933756012012,1.77754871921486,4.39194171215472,0,22.91,6.11,90946,21.1,139.98,Normal
,,,,,,,32.49,0.08,83443,35.8,2.68,Open_Circuit
,,,,,,,26.64,1.95,3720,25.5,51.84,Shaded
,,,,,,,22.51,0.05,75116,55.8,1.14,Open_Circuit
3446,24.3062084398859,0.789907607173678,16.2813843342025,0.551123104477161,32.7257863683805,0,35.18,1.9,44254,45.2,66.84,Normal
,,,,,,,29.77,4.33,23157,47.8,128.99,Dusted
,,,,,,,16.6,0.09,36516,52,1.5,Open_Circuit
19508,29.1088310958966,0.771644200486292,30.3352771378068,1.1243826618685,34.1820385423995,0.501730568163237,36.97,3.12,10847,25.5,115.35,Shaded
8957,19.5587111772376,0.592792225840031,0,3.49632084675826,21.2711200638852,0.56620647923599,34.97,1.24,85077,62.4,43.36,Normal
